81.8
83.5
84.8
82.5
86.9
87.2
84.3
78.1
77.1
83.6
87.2
76.0
91.3
85.3
88.0
80.4
83.3
84.5
87.4
80.1
73.3
69.5
83.0
80.8
70.1
84.0
86.7
75.3
85.3
67.6
76.6
68.1
77.8
73.1
90.5
83.6
88.8
69.2
90.0
-1
90.2
68.2
83.3
78.0
76.2
81.0
88.7
82.8
76.6
77.7
83.1
86.1
63.0
89.0
77.8
80.0
83.1
83.4
82.1
80.9
-1
81.4
77.3
79.8
79.5
79.3
72.5
79.3
79.6
-1
81.1
73.3
81.1
82.8
87.1
70.9
69.5
83.1
73.2
74.3
84.8
64.9
76.2
67.5
63.7
75.9
70.3
67.3
83.3
74.6
65.7
81.6
80.9
75.9
-1
79.9
72.8
71.5
66.1
80.6
73.8
78.8
75.4
78.7
80.5
84.5
77.1
68.4
71.7
77.3
85.4
84.9
-1
74.4
-1
80.0
72.7
-1
